,Postal_Code,Latitude,Longitude,Admin_Code3,Nearest_Centroid_ID,Distance_to_Centroid
8225,35431,28.1121,-15.5615,35008,3500801002,272.6974768914581
8226,37209,40.8872,-6.2127,37241,3724101001,426.4552054446815
8227,10230,39.3745,-5.76,10092,1009201001,789.1650560757395
8228,38830,28.1878,-17.1968,38002,3800201001,3431.1918612952677
8230,15175,43.2393,-8.3277,15021,1502102001,1223.2036615166287
8231,43711,41.275,1.775,43020,4302001001,16876.080530126303
8233,4532,37.1777,-2.7354,04901,490101001,2348.8646699288006
8234,29311,37.1192,-4.2202,29095,2909501001,19040.281209434943
8235,9226,42.1604,-4.0502,09041,904101001,4689.021045720036
8238,8010,41.3888,2.159,08019,801902090,54.879340059304226
8239,45215,40.1415,-3.9182,45199,4519901003,614.8294531162263
8240,50341,41.2396,-1.6465,50194,5019401001,2125.5309679711727
8242,8719,41.5983,1.7006,08021,802101001,23086.450753430432
8243,33691,43.5317,-5.7258,33024,3302405021,1334.0537727376259
8244,37340,41.0081,-5.4983,37020,3702001001,641.4203187127388
8245,9512,42.979,-3.35,09209,920901003,4236.717692375016
8246,4825,37.5664,-2.2772,04037,403701001,3106.662838428199
8249,15817,43.0054,-8.2111,15010,1501001001,4173.670571638425
8251,31454,42.6878,-1.1874,31071,3107101001,9994.511073296178
8254,33718,43.4094,-6.7251,33077,3307701001,1557.8355516425165
8255,32846,42.0318,-7.9647,32006,3200601001,539.2934556881222
8258,50400,41.3373,-1.2244,50073,5007302001,3020.038213645997
8260,41479,37.7809,-5.3884,41078,4107802001,276.776350099618
8261,3590,38.6163,-0.0326,03018,301803005,747.6503816886316
8262,28037,40.4165,-3.7026,28079,2807901119,81.13578778660796
8263,9244,42.6692,-3.2988,09060,906001001,3388.2103422831347
8265,39806,43.1823,-3.5686,39083,3908301001,2227.0607091279207
8267,27744,43.3,-7.25,27054,2705401001,3015.6870671286606
8269,9217,42.7144,-2.6932,09109,910901001,600.9287253874398
8271,24540,42.6002,-6.7237,24030,2403001002,802.753152103981
8272,37217,41.0611,-6.4517,37165,3716501001,13730.870855255893
8273,23293,38.2525,-2.714,23081,2308101002,2964.2354206508894
8275,29752,36.7982,-4.0133,29086,2908601001,465.988609369759
8276,37448,40.9238,-5.9324,37079,3707901001,2032.3117714578855
8278,6488,39.1545,-6.3386,06031,603101001,844.2149071675187
8279,28650,40.2646,-4.4668,28037,2803701002,1803.879778116085
8280,17475,42.1647,3.0085,17175,1717501001,1725.711878786309
8281,46930,39.4814,-0.4394,46102,4610201003,120.9613889262378
8282,39793,43.4235,-3.6405,39062,3906201002,2538.112752490067
8283,27229,43.0667,-7.8333,27020,2702001004,1840.4897458960918
8284,45213,40.1197,-3.964,45127,4512701001,1225.3041230866609
8285,27623,42.7,-7.2167,27055,2705501001,5119.887791134721
8286,36856,42.3413,-8.4529,36902,3690201003,11528.144497260426
8287,36627,42.5477,-8.7913,36061,3606103001,1610.8477418100633
8292,33818,43.1039,-6.6796,33011,3301105001,1108.2182767427887
8293,41810,37.3863,-6.3344,41030,4103001001,717.062528939164
8298,27547,42.6,-7.65,27058,2705801001,1872.063332499244
8299,43881,41.2667,1.9667,43051,4305101001,28224.59073988269
8300,2127,38.6995,-2.1728,02060,206001001,13273.78398867734
8301,8770,41.4167,1.7833,08202,820201003,65568.5641330553
8302,27350,42.66,-7.513,27008,2700801002,1263.9999459996345
8303,7830,38.9419,1.2907,07048,704801002,2203.990275065401
8304,33783,43.4713,-6.4201,33034,3303405001,1885.024522485901
8305,35625,28.0536,-14.3355,35015,3501504002,1613.710676057963
8306,38589,28.1716,-16.4943,38005,3800501001,137.93370700032222
8308,39418,42.9321,-4.1534,39092,3909201001,3840.0241213679233
8309,44200,40.9193,-1.2975,44050,4405001002,735.6679051200502
8311,6691,39.3904,-5.0042,00nan,603501001,11349.016478636338
8314,30395,37.6613,-0.9361,30016,3001607004,2963.1210591068652
8315,29755,36.8466,-3.9868,29034,2903401001,2317.354378629215
8316,31492,42.5715,-1.422,31103,3110301001,4972.666253275088
8320,33418,43.5909,-5.9141,33004,3300401040,2178.703581437544
8321,29490,36.5512,-5.2761,29029,2902901001,2206.6075956850095
8322,39813,43.2486,-3.6086,39083,3908301001,7610.020059956524
8325,1007,42.85,-2.6727,01059,105901003,125.17268617152929
8326,33889,43.2731,-6.6215,33001,3300101001,8698.201387060553
8327,33879,43.3216,-6.3664,33073,3307301004,2133.6526077855456
8332,33810,42.9747,-6.8038,33028,3302801001,3394.5170688177673
8333,41970,37.4355,-6.0411,41089,4108902002,313.8950766357655
8334,32643,42.0056,-7.886,32062,3206201001,3739.615424574403
8335,29760,36.7461,-4.0366,29094,2909401015,2108.581079885874
8336,24126,42.784,-5.9101,24167,2416701001,2850.903878543164
8337,27234,42.9854,-7.6914,27017,2701701001,59164.12928790404
8338,18658,36.9263,-3.5773,18910,1891001001,4682.617788050011
8339,23291,38.1158,-2.6868,23904,2390401002,2265.040598367147
8340,31483,42.803,-1.4352,31156,3115601001,4019.555274839382
8342,23519,37.9975,-3.6378,23057,2305701001,5665.355273670738
8343,8612,42.0175,1.735,08132,813201001,4514.1348649423635
8344,33811,43.0561,-6.6062,33011,3301102002,4197.266839548766
8346,35629,28.3068,-13.9538,35030,3503001001,6726.703443124547
8347,22467,42.5513,0.4721,22200,2220001001,5976.237943534605
8348,23509,37.9269,-3.364,23092,2309205001,6991.120837571631
8352,34485,42.7186,-4.4775,34107,3410701001,3842.1647905434656
8353,31869,42.9451,-1.7839,31049,3104901001,9159.987533195208
8355,44413,40.3911,-0.6059,44244,4424401001,1624.4152175973313
8356,33774,43.4249,-7.152,33063,3306301001,2475.510608334674
8357,8589,42.036,2.165,08160,816001001,3551.4359449445237
8358,20115,43.2817,-1.9463,20903,2090301003,102.94539890259503
8359,30110,38.0131,-1.1196,30030,3003004036,497.3001506879528
8364,1260,42.8605,-2.2774,01009,100901001,2498.909994748979
8367,30439,38.1405,-1.7688,30017,3001701011,631.9554764406315
8368,38780,28.7,-17.95,38047,3804701002,2312.118264949357
8369,38768,28.6345,-17.9114,38024,3802403001,441.2637215945626
8371,20003,43.3128,-1.975,20069,2006904013,137.19871087577107
8373,32624,42.0035,-7.4446,32021,3202101001,8161.2647546746175
8374,32350,42.4,-7.1167,32072,3207201001,1305.9930939516298
8375,9591,42.4637,-3.6702,09904,990401001,7208.154850896415
8376,40212,41.4059,-4.4045,40177,4017701001,2183.3671715185537
8377,18181,37.3482,-3.3314,18063,1806301001,4539.18181732606
8379,4768,36.9198,-3.0291,04007,400701001,4035.7900225676026
8380,25290,41.9221,1.5677,25186,2518601001,1136.6540802654897
8382,40165,41.1673,-3.6874,40162,4016201001,2568.9276977755917
8383,28749,40.9413,-3.6572,28112,2811201001,14665.865346677578
8385,32648,41.9479,-7.896,32016,3201601001,3566.071672415458
8386,39418,42.8753,-4.205,39092,3909201001,3822.2348930703115
8387,33614,43.2602,-5.7131,33037,3303701022,717.3688340913972
8389,9110,42.2881,-4.1388,09091,909101001,1410.7827579521859
8390,5146,40.8036,-5.0389,05033,503301001,6691.416534049115
8391,15994,42.6587,-8.9391,15071,1507102003,4720.727386802837
8392,30151,37.987,-1.13,30030,3003002019,131.2352638384272
8393,35320,28.0089,-15.5333,35033,3503301001,622.7314923148245
8396,44490,41.0633,-1.2335,44101,4410101001,1514.7136833098753
8397,36958,42.2704,-8.7516,36029,3602902002,148.91308745415589
8399,9339,42.1607,-3.8142,09443,944301001,7146.362006489083
8400,42216,41.4491,-2.5051,42123,4212301001,9915.267626151215
8401,24740,42.3091,-6.4563,24161,2416101001,26800.65186994617
8404,13194,39.4948,-4.5216,13052,1305201001,54229.721109737
8405,24767,42.2657,-5.9289,24125,2412501001,12383.732834928844
8406,6850,38.8544,-6.454,06012,601201001,390.4418767386733
8407,15167,43.339,-8.2639,15008,1500801002,2118.329718428896
8409,15595,43.5333,-8.2333,15036,1503608009,849.3945906024268
8410,3860,38.85,-0.3,03084,308401001,755.9739141213063
8411,31810,42.8899,-2.1192,31044,3104401001,2161.833342196323
8412,39554,43.2535,-4.4067,39063,3906301001,3863.2832675357877
8413,33547,43.3798,-5.1032,33012,3301201001,3565.6536903368224
8414,35100,27.7426,-15.608,35019,3501903011,1271.183041049884
8416,13140,39.1478,-4.2976,13040,1304001001,30318.96306286331
8417,4619,37.31,-1.8831,04035,403501001,1173.6611900896037
8421,28419,40.7011,-3.9223,00nan,2802301004,801.152635650099
8422,33707,43.4497,-6.6317,33034,3303402001,6273.491466260639
8423,16143,40.195,-2.1646,16122,1612201001,4143.971661346378
8425,35660,28.7308,-13.8675,35030,3503001001,48104.17944614373
8426,33960,43.4083,-5.5374,33060,3306005001,12632.593643709715
8427,20180,43.2879,-1.8365,20063,2006301005,1507.6309181070528
8433,23315,38.2,-2.9167,23095,2309502003,16067.216978579794
8435,39692,43.3796,-3.8417,39099,3909901001,867.6366528497024
8436,27686,42.8698,-7.2705,27901,2790101001,774.4429732652
8437,9591,42.4545,-3.6392,09904,990401001,5014.9302242393715
8438,15595,43.5083,-8.2351,15036,1503608002,298.17148693819007
8439,25184,41.4735,0.4666,25131,2513101001,9066.297035037811
8440,2434,38.3663,-2.1021,02042,204201001,5772.907665942446
8441,24154,42.643,-5.3801,24201,2420101001,3453.2224906771003
8443,19163,40.5236,-3.1799,00nan,1922501001,3087.1402336356523
8448,30393,37.6067,-1.0764,30016,3001610001,2757.0680572198116
8450,9593,42.7342,-3.467,09244,924401001,8143.512447087149
8452,35106,27.7596,-15.5969,35019,3501903016,479.2667727930476
8453,6175,38.4909,-6.6842,06117,611702001,1391.2579043306378
8454,25211,41.7539,1.2736,25132,2513201001,7169.926345003213
8456,24130,42.8503,-6.1916,24101,2410101001,1713.1426176081313
8458,39360,43.4148,-4.0649,39085,3908502002,427.46274607347505
8460,17853,42.2333,2.65,17010,1701001001,3086.7453777478995
8461,9593,42.7269,-3.4639,09244,924401001,8071.318263700137
8462,15959,42.5833,-8.95,15073,1507304002,634.5246552117228
8465,30397,37.649,-1.0773,30016,3001609002,869.1085689779278
8468,25341,41.55,1.1167,25145,2514501001,388.61227484741994
8469,43422,41.4,1.2333,43021,4302101001,1273.076023515123
8471,44557,40.8832,-0.5767,44087,4408701001,1660.9715086714345
8472,49362,42.1129,-6.6768,49085,4908501001,5275.864802880792
8473,8398,41.6333,2.7167,08261,826101002,273.5357740209485
8474,32915,42.3367,-7.8641,00nan,3205401001,41.206283902793494
8475,32960,42.364,-7.8371,32054,3205401014,602.7841590671569
8478,22390,42.1351,0.2407,22115,2211501001,3197.6159688601288
8481,23539,37.8711,-3.5125,23009,2300905001,8259.348217091734
8484,4760,36.8851,-2.9715,04029,402902004,2409.2197905791895
8485,8471,41.6482,2.51,08294,829401001,632.2574038995609
8486,36270,42.2328,-8.7226,00nan,3605702006,165.64443899087823
8487,32751,42.2755,-7.5014,32049,3204901001,679.0168756911675
8488,11570,36.6865,-6.1361,11020,1102002021,118.289148408398
8490,33420,43.4027,-5.8121,33066,3306601032,94.60273405954737
8493,17710,42.2968,2.8899,00nan,1709301001,1882.7063592204374
8494,37551,40.4849,-6.6927,37166,3716601001,1600.7055764270935
8495,31689,42.9054,-1.0911,31133,3113301001,5142.439786316167
8496,10240,39.3507,-5.7346,10066,1006601001,1525.556386595201
8497,8278,41.6994,1.9761,08139,813901001,1766.9312429916079
8499,36600,42.5963,-8.7643,36060,3606001001,143.1440057372292
8501,4814,37.4101,-2.1562,04006,400603001,1993.1938147888825
